file_name,ast_parse_success,taint_source_count,sql_sink_count,cmd_sink_count,xss_sink_count,path_sink_count,ldap_sink_count,xxe_sink_count,weak_crypto_sink_count,sql_sanitizer_count,xss_sanitizer_count,path_sanitizer_count,generic_sanitizer_count,total_sink_count,total_sanitizer_count,sanitizer_to_sink_ratio,has_any_sink,has_any_sanitizer,string_concat_near_sink_count,source_to_sink_line_distance,source_before_sink,variable_alias_hops,method_count,try_catch_count,total_lines,total_chars,import_count,string_literal_count,sqli_tainted_sink_reached,sqli_sanitized_before_sink,cmdi_tainted_sink_reached,cmdi_sanitized_before_sink,pathtraver_tainted_sink_reached,pathtraver_sanitized_before_sink,ldapi_tainted_sink_reached,ldapi_sanitized_before_sink,xpathi_tainted_sink_reached,xpathi_sanitized_before_sink,taint_trace_parse_error,test_name,actual_category,actual_cwe,is_actually_vulnerable
BenchmarkTest01603.java,1,4,1,1,9,0,0,0,0,0,0,0,0,11,0,0.0,1,0,0,54,1,5,3,0,131,5717,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01603,weakrand,330,1
BenchmarkTest01604.java,1,3,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,3,3,0,90,3460,6,12,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01604,securecookie,614,0
BenchmarkTest01605.java,1,3,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,2,3,0,96,3963,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01605,securecookie,614,0
BenchmarkTest01606.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,1,13,1,3,3,1,84,3024,6,11,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01606,cmdi,78,0
BenchmarkTest01607.java,1,2,0,3,6,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,25,1,4,3,1,110,3832,6,20,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01607,cmdi,78,0
BenchmarkTest01608.java,1,2,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,0,13,1,1,3,1,85,3383,6,15,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01608,cmdi,78,0
BenchmarkTest01609.java,1,2,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,1,14,1,1,3,1,91,3326,6,15,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01609,cmdi,78,1
BenchmarkTest01610.java,1,2,0,3,6,1,0,0,0,1,2,0,1,10,4,0.4,1,1,1,14,1,1,3,1,88,3288,6,13,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01610,cmdi,78,1
BenchmarkTest01611.java,1,4,1,2,11,0,0,0,2,1,1,0,1,14,3,0.214,1,1,0,62,1,5,3,1,127,5174,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01611,weakrand,330,0
BenchmarkTest01612.java,1,4,1,2,11,0,0,0,2,0,0,0,0,14,0,0.0,1,0,0,56,1,4,3,1,116,4861,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01612,weakrand,330,0
BenchmarkTest01613.java,1,4,1,2,11,0,0,0,2,0,0,0,0,14,0,0.0,1,0,0,55,1,5,3,1,120,4900,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01613,weakrand,330,0
BenchmarkTest01614.java,1,4,1,2,11,0,0,0,2,1,2,0,1,14,4,0.286,1,1,0,55,1,4,3,1,115,4767,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01614,weakrand,330,0
BenchmarkTest01615.java,1,2,0,0,3,0,0,0,0,0,1,0,0,3,1,0.333,1,1,0,-1,0,2,3,0,77,2893,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01615,trustbound,501,1
BenchmarkTest01616.java,1,2,0,0,3,0,0,0,0,0,1,0,0,3,1,0.333,1,1,0,-1,0,2,3,0,90,3930,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01616,trustbound,501,1
BenchmarkTest01617.java,1,2,0,0,3,0,0,0,0,0,1,0,0,3,1,0.333,1,1,0,-1,0,2,3,0,73,2701,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01617,trustbound,501,1
BenchmarkTest01618.java,1,2,0,0,3,0,0,0,0,0,1,0,0,3,1,0.333,1,1,0,-1,0,1,3,0,72,2730,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01618,trustbound,501,1
BenchmarkTest01619.java,1,2,0,0,3,0,0,0,0,0,3,0,1,3,4,1.333,1,1,0,-1,0,1,3,0,70,2626,6,8,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01619,trustbound,501,1
BenchmarkTest01620.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,13,1,3,3,1,95,3446,6,11,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01620,sqli,89,1
BenchmarkTest01621.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,17,1,2,3,1,84,3189,6,9,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01621,sqli,89,1
BenchmarkTest01622.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,18,1,1,3,1,90,3485,6,11,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01622,sqli,89,0
BenchmarkTest01623.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,18,1,3,3,1,85,3287,6,9,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01623,sqli,89,1
BenchmarkTest01624.java,1,2,0,0,8,0,0,0,0,1,2,0,1,8,4,0.5,1,1,0,-1,0,1,3,1,89,3544,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01624,sqli,89,1
BenchmarkTest01625.java,1,2,0,0,9,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,-1,0,1,3,1,82,3375,6,10,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01625,sqli,89,1
BenchmarkTest01626.java,1,2,2,1,4,0,0,0,0,0,0,0,0,7,0,0.0,1,0,0,12,1,3,3,1,94,3443,6,11,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01626,sqli,89,1
BenchmarkTest01627.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,12,1,2,3,1,74,2818,6,10,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01627,sqli,89,1
BenchmarkTest01628.java,1,2,1,1,4,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,12,1,3,3,1,93,3452,6,13,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01628,sqli,89,0
BenchmarkTest01629.java,1,2,2,1,3,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,12,1,3,3,1,79,3040,6,9,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01629,sqli,89,0
BenchmarkTest01630.java,1,2,2,1,3,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,12,1,1,3,1,81,3161,6,9,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01630,sqli,89,1
BenchmarkTest01631.java,1,2,2,1,3,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,12,1,3,3,1,79,3036,6,11,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01631,sqli,89,1
BenchmarkTest01632.java,1,2,0,0,9,2,0,9,1,1,2,0,1,20,4,0.2,1,1,0,8,1,4,3,1,117,4769,6,16,0,0,0,0,0,0,0,0,1,0,0,BenchmarkTest01632,xpathi,643,0
BenchmarkTest01633.java,1,2,0,0,6,2,0,9,0,1,2,0,1,17,4,0.235,1,1,0,8,1,2,3,1,112,5205,6,20,0,0,0,0,0,0,0,0,1,0,0,BenchmarkTest01633,xpathi,643,0
BenchmarkTest01634.java,1,2,1,7,43,2,0,0,4,2,2,0,2,53,6,0.113,1,1,0,68,1,3,3,1,204,9879,6,34,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01634,crypto,327,1
BenchmarkTest01635.java,1,2,1,7,43,2,0,0,0,2,2,0,2,53,6,0.113,1,1,0,70,1,2,3,1,186,8509,6,26,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01635,crypto,327,0
BenchmarkTest01636.java,1,2,1,7,43,2,0,0,0,2,2,0,2,53,6,0.113,1,1,0,70,1,2,3,1,185,8406,6,28,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01636,crypto,327,0
BenchmarkTest01637.java,1,2,1,8,48,2,0,0,5,2,2,0,2,59,6,0.102,1,1,0,66,1,4,3,1,206,9335,6,31,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01637,crypto,327,1
BenchmarkTest01638.java,1,2,0,1,15,2,0,0,5,2,2,0,2,18,6,0.333,1,1,0,66,1,3,3,1,173,7969,6,26,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01638,crypto,327,1
BenchmarkTest01639.java,1,2,0,1,15,2,0,0,5,2,2,0,2,18,6,0.333,1,1,0,66,1,2,3,1,159,7106,6,28,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01639,crypto,327,1
BenchmarkTest01640.java,1,2,0,1,15,2,0,0,0,2,2,0,2,18,6,0.333,1,1,0,59,1,4,3,1,164,6763,6,24,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01640,crypto,327,0
BenchmarkTest01641.java,1,2,0,1,15,2,0,0,4,2,2,0,2,18,6,0.333,1,1,0,58,1,2,3,1,150,6691,6,30,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01641,crypto,327,1
BenchmarkTest01642.java,1,2,0,0,12,1,0,0,0,1,1,0,1,13,3,0.231,1,1,0,30,1,1,3,0,102,4069,6,15,0,0,0,0,1,0,0,0,0,0,0,BenchmarkTest01642,pathtraver,22,1
BenchmarkTest01643.java,1,2,0,0,12,1,0,0,0,1,1,0,1,13,3,0.231,1,1,0,46,1,2,3,1,124,5052,6,24,0,0,0,0,1,0,0,0,0,0,0,BenchmarkTest01643,pathtraver,22,1
BenchmarkTest01644.java,1,2,0,0,11,5,0,0,0,3,4,0,3,16,10,0.625,1,1,0,30,1,5,3,2,127,5007,6,17,0,0,0,0,1,0,0,0,0,0,0,BenchmarkTest01644,pathtraver,22,0
BenchmarkTest01645.java,1,2,0,0,13,3,0,0,0,2,4,0,2,16,8,0.5,1,1,0,30,1,6,3,2,131,4954,6,19,0,0,0,0,1,0,0,0,0,0,0,BenchmarkTest01645,pathtraver,22,1
BenchmarkTest01646.java,1,2,0,0,11,4,0,0,0,1,2,0,1,15,4,0.267,1,1,0,30,1,4,3,2,115,4612,6,23,0,0,0,0,1,0,0,0,0,0,0,BenchmarkTest01646,pathtraver,22,0
BenchmarkTest01647.java,1,2,0,0,11,3,0,0,0,1,2,0,1,14,4,0.286,1,1,0,30,1,5,3,2,114,4275,6,16,0,0,0,0,1,0,0,0,0,0,0,BenchmarkTest01647,pathtraver,22,1
BenchmarkTest01648.java,1,5,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,76,1,4,3,0,132,5441,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01648,weakrand,330,1
BenchmarkTest01649.java,1,2,1,3,17,2,0,0,2,2,2,0,2,23,6,0.261,1,1,0,49,1,2,3,1,143,6316,6,30,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01649,hash,328,1
BenchmarkTest01650.java,1,2,1,3,17,2,0,0,2,2,2,0,2,23,6,0.261,1,1,0,49,1,3,3,1,142,5993,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01650,hash,328,1
BenchmarkTest01651.java,1,2,1,3,17,2,0,0,2,2,4,0,3,23,9,0.391,1,1,0,49,1,2,3,1,137,5867,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01651,hash,328,1
BenchmarkTest01652.java,1,2,1,3,17,2,0,0,0,2,2,0,2,23,6,0.261,1,1,0,50,1,2,3,1,144,6339,6,30,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01652,hash,328,0
BenchmarkTest01653.java,1,2,1,2,15,2,0,0,2,2,2,0,2,20,6,0.3,1,1,0,49,1,4,3,1,137,5628,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01653,hash,328,1
BenchmarkTest01654.java,1,2,1,2,15,2,0,0,0,2,2,0,2,20,6,0.3,1,1,0,53,1,4,3,1,155,6332,6,25,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01654,hash,328,1
BenchmarkTest01655.java,1,2,1,2,15,2,0,0,0,2,2,0,2,20,6,0.3,1,1,0,53,1,4,3,1,141,5920,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01655,hash,328,0
BenchmarkTest01656.java,1,2,1,2,15,2,0,0,0,2,2,0,2,20,6,0.3,1,1,0,53,1,4,3,1,155,6330,6,25,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01656,hash,328,0
BenchmarkTest01657.java,1,2,0,0,6,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,-1,0,2,3,0,90,3490,6,17,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01657,xss,79,1
BenchmarkTest01658.java,1,2,0,0,4,0,0,0,0,0,0,0,0,4,0,0.0,1,0,0,-1,0,2,3,0,87,3324,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01658,xss,79,1
BenchmarkTest01659.java,1,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0.0,1,0,0,-1,0,1,3,0,86,3305,6,13,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01659,xss,79,0
BenchmarkTest01660.java,1,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0.0,1,0,0,-1,0,1,3,0,88,3412,6,13,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01660,xss,79,1
BenchmarkTest01661.java,1,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0.0,1,0,0,-1,0,1,3,0,87,3396,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01661,xss,79,0
BenchmarkTest01662.java,1,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0.0,1,0,0,-1,0,1,3,0,94,3673,6,16,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01662,xss,79,1
BenchmarkTest01663.java,1,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0.0,1,0,0,-1,0,1,3,0,93,3798,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01663,xss,79,0
BenchmarkTest01664.java,1,2,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,1,3,0,86,3317,6,13,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01664,xss,79,0
BenchmarkTest01665.java,1,2,0,0,6,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,-1,0,1,3,0,87,3372,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01665,xss,79,1
BenchmarkTest01666.java,1,2,0,0,6,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,-1,0,2,3,0,93,3603,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01666,xss,79,1
BenchmarkTest01667.java,1,2,0,0,6,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,-1,0,1,3,0,91,3677,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01667,xss,79,1
BenchmarkTest01668.java,1,2,0,0,6,0,0,0,0,0,0,0,0,6,0,0.0,1,0,0,-1,0,1,3,0,92,3759,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01668,xss,79,0
BenchmarkTest01669.java,1,2,0,0,6,0,0,0,0,1,2,0,1,6,4,0.667,1,1,0,-1,0,1,3,0,86,3303,6,13,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01669,xss,79,0
BenchmarkTest01670.java,1,2,0,0,5,0,0,0,0,0,0,0,0,5,0,0.0,1,0,0,-1,0,2,3,0,86,3268,6,13,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01670,xss,79,1
BenchmarkTest01671.java,1,2,0,0,5,0,0,0,0,1,2,0,1,5,4,0.8,1,1,0,-1,0,1,3,0,86,3301,6,13,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01671,xss,79,0
BenchmarkTest01672.java,1,2,0,4,6,0,0,0,0,0,0,0,0,10,0,0.0,1,0,0,41,1,3,3,1,113,4118,6,22,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01672,cmdi,78,0
BenchmarkTest01673.java,1,2,0,4,6,0,0,0,0,0,0,0,0,10,0,0.0,1,0,0,41,1,2,3,1,106,3942,6,19,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01673,cmdi,78,1
BenchmarkTest01674.java,1,2,0,4,6,0,0,0,0,0,0,0,0,10,0,0.0,1,0,0,41,1,1,3,1,108,4053,6,21,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01674,cmdi,78,1
BenchmarkTest01675.java,1,5,1,1,12,0,0,0,0,1,1,0,1,14,3,0.214,1,1,0,77,1,4,3,0,143,5827,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01675,weakrand,330,1
BenchmarkTest01676.java,1,5,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,76,1,5,3,0,135,5540,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01676,weakrand,330,1
BenchmarkTest01677.java,1,5,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,76,1,4,3,0,142,5790,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01677,weakrand,330,1
BenchmarkTest01678.java,1,5,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,76,1,5,3,0,152,6769,6,26,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01678,weakrand,330,1
BenchmarkTest01679.java,1,5,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,76,1,4,3,0,132,5454,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01679,weakrand,330,1
BenchmarkTest01680.java,1,4,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,75,1,6,3,0,136,5474,6,21,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01680,weakrand,330,1
BenchmarkTest01681.java,1,4,1,1,12,0,0,0,0,0,0,0,0,14,0,0.0,1,0,0,75,1,4,3,0,137,5753,6,28,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01681,weakrand,330,1
BenchmarkTest01682.java,1,3,0,0,9,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,-1,0,3,3,0,112,4462,6,18,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01682,securecookie,614,1
BenchmarkTest01683.java,1,3,0,0,9,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,-1,0,2,3,0,114,4620,6,18,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01683,securecookie,614,1
BenchmarkTest01684.java,1,3,0,0,9,0,0,0,0,1,2,0,1,9,4,0.444,1,1,0,-1,0,2,3,0,113,4562,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01684,securecookie,614,0
BenchmarkTest01685.java,1,2,0,3,9,0,0,0,0,1,2,0,1,12,4,0.333,1,1,0,49,1,4,3,1,120,4392,6,25,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01685,cmdi,78,1
BenchmarkTest01686.java,1,2,0,3,9,0,0,0,0,1,2,0,1,12,4,0.333,1,1,0,35,1,2,3,1,106,4010,6,13,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01686,cmdi,78,0
BenchmarkTest01687.java,1,2,0,3,9,1,0,0,0,1,2,0,1,13,4,0.308,1,1,0,49,1,4,3,1,120,4443,6,26,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01687,cmdi,78,0
BenchmarkTest01688.java,1,2,0,3,9,0,0,0,0,1,2,0,1,12,4,0.333,1,1,1,36,1,2,3,1,107,4049,6,18,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01688,cmdi,78,0
BenchmarkTest01689.java,1,2,0,3,9,0,0,0,0,1,2,0,1,12,4,0.333,1,1,1,36,1,3,3,1,107,4072,6,18,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01689,cmdi,78,1
BenchmarkTest01690.java,1,2,0,3,9,0,0,0,0,1,2,0,1,12,4,0.333,1,1,0,34,1,2,3,1,100,3798,6,12,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01690,cmdi,78,1
BenchmarkTest01691.java,1,2,0,3,9,0,0,0,0,1,2,0,1,12,4,0.333,1,1,0,34,1,3,3,1,119,4411,6,15,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01691,cmdi,78,1
BenchmarkTest01692.java,1,2,0,3,9,1,0,0,0,1,2,0,1,13,4,0.308,1,1,1,36,1,2,3,1,124,5406,6,25,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01692,cmdi,78,0
BenchmarkTest01693.java,1,2,0,3,9,1,0,0,0,1,2,0,1,13,4,0.308,1,1,1,36,1,2,3,1,108,4119,6,19,0,0,1,0,0,0,0,0,0,0,0,BenchmarkTest01693,cmdi,78,0
BenchmarkTest01694.java,1,4,1,2,14,0,0,0,2,1,1,0,1,17,3,0.176,1,1,0,84,1,4,3,1,146,6094,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01694,weakrand,330,0
BenchmarkTest01695.java,1,4,1,2,14,0,0,0,2,1,1,0,1,17,3,0.176,1,1,0,83,1,5,4,1,154,6284,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01695,weakrand,330,0
BenchmarkTest01696.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,80,1,4,3,1,145,6225,6,29,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01696,weakrand,330,0
BenchmarkTest01697.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,80,1,4,3,1,141,5906,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01697,weakrand,330,0
BenchmarkTest01698.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,80,1,5,4,1,166,7424,6,29,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01698,weakrand,330,0
BenchmarkTest01699.java,1,4,1,2,14,0,0,0,2,0,2,0,1,17,3,0.176,1,1,0,80,1,4,4,1,145,6011,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01699,weakrand,330,0
BenchmarkTest01700.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,80,1,6,4,1,164,6591,6,25,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01700,weakrand,330,0
BenchmarkTest01701.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,80,1,4,3,1,142,5962,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01701,weakrand,330,0
BenchmarkTest01702.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,80,1,5,3,1,143,5935,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01702,weakrand,330,0
BenchmarkTest01703.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,78,1,4,3,1,145,6146,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01703,weakrand,330,0
BenchmarkTest01704.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,77,1,5,3,1,142,5924,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01704,weakrand,330,0
BenchmarkTest01705.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,77,1,6,3,1,142,5947,6,23,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01705,weakrand,330,0
BenchmarkTest01706.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,77,1,5,3,1,137,5720,6,22,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01706,weakrand,330,0
BenchmarkTest01707.java,1,4,1,2,14,0,0,0,2,0,0,0,0,17,0,0.0,1,0,0,77,1,4,3,1,142,6141,6,29,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01707,weakrand,330,0
BenchmarkTest01708.java,1,2,0,0,6,0,0,0,0,0,1,0,0,6,1,0.167,1,1,0,-1,0,2,3,0,95,3691,6,14,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01708,trustbound,501,1
BenchmarkTest01709.java,1,2,0,0,6,0,0,0,0,0,1,0,0,6,1,0.167,1,1,0,-1,0,2,3,0,112,4930,6,20,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01709,trustbound,501,1
BenchmarkTest01710.java,1,2,0,0,6,0,0,0,0,0,1,0,0,6,1,0.167,1,1,0,-1,0,2,3,0,97,3749,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01710,trustbound,501,1
BenchmarkTest01711.java,1,2,0,0,6,0,0,0,0,0,1,0,0,6,1,0.167,1,1,0,-1,0,3,3,0,97,3775,6,15,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01711,trustbound,501,1
BenchmarkTest01712.java,1,2,2,1,7,0,0,0,0,0,0,0,0,10,0,0.0,1,0,0,35,1,1,3,1,103,4246,6,21,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01712,sqli,89,1
BenchmarkTest01713.java,1,2,2,1,7,0,0,0,0,0,0,0,0,10,0,0.0,1,0,0,35,1,1,3,1,104,4336,6,22,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01713,sqli,89,0
BenchmarkTest01714.java,1,2,2,1,7,0,0,0,0,0,0,0,0,10,0,0.0,1,0,0,39,1,2,3,1,106,4192,6,15,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01714,sqli,89,0
BenchmarkTest01715.java,1,2,2,1,7,0,0,0,0,2,0,0,0,10,2,0.2,1,1,0,35,1,1,3,1,104,4241,6,15,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01715,sqli,89,1
BenchmarkTest01716.java,1,2,2,1,7,0,0,0,0,2,0,0,0,10,2,0.2,1,1,0,35,1,3,3,1,107,4286,6,16,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01716,sqli,89,1
BenchmarkTest01717.java,1,2,2,1,7,0,0,0,0,2,0,0,0,10,2,0.2,1,1,0,35,1,1,3,1,113,4556,6,18,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01717,sqli,89,0
BenchmarkTest01718.java,1,2,2,1,7,0,0,0,0,2,0,0,0,10,2,0.2,1,1,0,35,1,3,3,1,108,4358,6,16,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01718,sqli,89,1
BenchmarkTest01719.java,1,2,2,1,7,0,0,0,0,2,0,0,0,10,2,0.2,1,1,0,35,1,1,3,1,109,4361,6,20,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01719,sqli,89,0
BenchmarkTest01720.java,1,2,2,2,9,0,0,0,0,1,2,0,1,13,4,0.308,1,1,2,32,1,2,3,1,105,4177,6,18,1,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01720,sqli,89,1
BenchmarkTest01721.java,1,2,0,0,15,0,0,0,0,2,4,0,2,15,8,0.533,1,1,0,-1,0,1,4,2,121,5267,6,19,0,0,0,0,0,0,0,0,0,0,0,BenchmarkTest01721,sqli,89,1
